0.000000000000000000e+00,0.000000000000000000e+00
2.575788968410060338e-03,5.787132936197941606e-03
5.276594535109475730e-03,1.184565181226642124e-02
8.102392958230191303e-03,1.817394853063519777e-02
1.105315451526968015e-02,2.477035678958595596e-02
1.412884284079613494e-02,3.163315137766530699e-02
1.732941423501272588e-02,3.876054742005459464e-02
2.065481694322903947e-02,4.615069957704962672e-02
2.410499040629564965e-02,5.380170119482724500e-02
2.767986448206617017e-02,6.171158340870092768e-02
3.137935863796027791e-02,6.987831419909384945e-02
3.520338111471124631e-02,7.829979740048712000e-02
3.915182806139226590e-02,8.697387166363003408e-02
4.322458264182718612e-02,9.589830937133143884e-02
4.742151411250401100e-02,1.050708155081844092e-01
5.174247687212270991e-02,1.144890264846125522e-01
5.618730948292271349e-02,1.241505089156621777e-01
6.075583366395115315e-02,1.340527583550047697e-01
6.544785325644857099e-02,1.441931979846548251e-01
7.026315316154595203e-02,1.545691772609513459e-01
7.520149825048508263e-02,1.651779705173959667e-01
8.026263224759302983e-02,1.760167755249883170e-01
8.544627658626212374e-02,1.870827120107489139e-01
9.075212923820777378e-02,1.983728201351708520e-01
9.617986351629831399e-02,2.098840589293948511e-01
1.017291268512756364e-01,2.216133046929603945e-01
1.073995395427086302e-01,2.335573493530412048e-01
1.131906934845482576e-01,2.457128987861361136e-01
1.191021508656793654e-01,2.580765711032483312e-01
1.251334428458928394e-01,2.706448948996523218e-01
1.312840682077305587e-01,2.834143074704135734e-01
1.375534919846874149e-01,2.963811529929006872e-01
1.439411440662846098e-01,3.095416806775959095e-01
1.504464177805638347e-01,3.228920428885920235e-01
1.570686684545840872e-01,3.364282932352359312e-01
1.638072119535408377e-01,3.501463846364630816e-01
1.706613231991624402e-01,3.640421673594469998e-01
1.776302346680784516e-01,3.781113870342760475e-01
1.847131348708934140e-01,3.923496826464546450e-01
1.919091668127407835e-01,4.067525845091176095e-01
1.992174264361347702e-01,4.213155122169403022e-01
2.066369610469808715e-01,4.360337725838207557e-01
2.141667677246515966e-01,4.509025575665085994e-01
2.218057917170794813e-01,4.659169421764555175e-01
2.295529248218684815e-01,4.810718823822648371e-01
2.374070037544738498e-01,4.963622130052247616e-01
2.453668085045491720e-01,5.117826456105115662e-01
2.534310606816150835e-01,5.273277663967687046e-01
2.615984218512527604e-01,5.429920340868676920e-01
2.698674918630834529e-01,5.587697778227821432e-01
2.782368071718500091e-01,5.746551950676181963e-01
2.867048391529712359e-01,5.906423495179583538e-01
2.952699924140032017e-01,6.067251690298085531e-01
3.039306031034955669e-01,6.228974435615476368e-01
3.126849372187965881e-01,6.391528231374140612e-01
3.215311889144188973e-01,6.554848158351832543e-01
3.304674788126432672e-01,6.718867858018198191e-01
3.394918523181024717e-01,6.883519513010238899e-01
3.486022779381488523e-01,7.048733827967093024e-01
3.577966456108808702e-01,7.214440010765981182e-01
3.670727650427675348e-01,7.380565754202417228e-01
3.764283640578772738e-01,7.547037218159104999e-01
3.858610869607915217e-01,7.713779012309432970e-01
3.953684929153467587e-01,7.880714179402655839e-01
4.049480543414262224e-01,8.047764179179428545e-01
4.145971553320860759e-01,8.214848872967516202e-01
4.243130900933806959e-01,8.381886509009089936e-01
4.340930614093189144e-01,8.548793708572269834e-01
4.439341791344560417e-01,8.715485452900954000e-01
4.538334587167037193e-01,8.881875071058444870e-01
4.637878197530078683e-01,9.047874228721619616e-01
4.737940845806229428e-01,9.213392917983866948e-01
4.838489769067810253e-01,9.378339448226266084e-01
4.939491204796306323e-01,9.542620438117901394e-01
5.040910378033920392e-01,9.706140808807465215e-01
5.142711489007484316e-01,9.868803778369615864e-01
5.244857701255668525e-01,1.003051085757085126e+00
5.347311130291143577e-01,1.019116184702090644e+00
5.450032832830038476e-01,1.035065483577685574e+00
5.552982796621802608e-01,1.050888620146840591e+00
5.656119930913210414e-01,1.066575061201389785e+00
5.759402057580973455e-01,1.082114102899770280e+00
5.862785902968108420e-01,1.097494871278086759e+00
5.966227090459801374e-01,1.112706322941765524e+00
6.069680133835263502e-01,1.127737245945194644e+00
6.173098431432549882e-01,1.142576260866801530e+00
6.276434261164077766e-01,1.157211822087140574e+00
6.379638776421016066e-01,1.171632219277617182e+00
6.482662002905389409e-01,1.185825579107569361e+00
6.585452836429201984e-01,1.199779867177476866e+00
6.687959041720415998e-01,1.213482890186140972e+00
6.790127252276091374e-01,1.226922298339717443e+00
6.891902971303460745e-01,1.240085588010543693e+00
6.993230573790056859e-01,1.252960104653712659e+00
7.094053309744436930e-01,1.265533045989385430e+00
7.194313308649392669e-01,1.277791465458855580e+00
7.293951585169731189e-01,1.289722275962349896e+00
7.392908046157070645e-01,1.301312253886579784e+00
7.491121498994235406e-01,1.312548043430018074e+00
7.588529661321958830e-01,1.323416161233839317e+00
7.685069172190766018e-01,1.333903001326431470e+00
7.780675604680900026e-01,1.343994840389325374e+00
7.875283480033143935e-01,1.353677843352303123e+00
7.968826283333353411e-01,1.362938069325383861e+00
8.061236480793314563e-01,1.371761477875257595e+00
8.152445538670390901e-01,1.380133935653643507e+00
8.242383943868121232e-01,1.388041223384901102e+00
8.330981226259597250e-01,1.395469043220082472e+00
8.418165982774999945e-01,1.402403026464428715e+00
8.503865903294230977e-01,1.408828741685155483e+00
8.588007798384942326e-01,1.414731703206145941e+00
8.670517628925606957e-01,1.420097379995943543e+00
8.751320537652603759e-01,1.424911204955224830e+00
8.830340882669309721e-01,1.429158584609621752e+00
8.907502272954389566e-01,1.432824909213518572e+00
8.982727605905392876e-01,1.435895563270121800e+00
9.055939106952622941e-01,1.438355936472777818e+00
9.127058371277030346e-01,1.440191435072155857e+00
9.196006407664594207e-01,1.441387493673556897e+00
9.262703684528135195e-01,1.441929587468186558e+00
9.327070178126003475e-01,1.441803244901825876e+00
9.389025423005434856e-01,1.440994060783882036e+00
9.448488564696522207e-01,1.439487709839321505e+00
9.505378414680942800e-01,1.437269960705501726e+00
9.559613507657486187e-01,1.434326690375383517e+00
9.611112161124316655e-01,1.430643899088059001e+00
9.659792537295658343e-01,1.426207725666956083e+00
9.705572707368146368e-01,1.421004463305466370e+00
9.748370718149586001e-01,1.415020575799117220e+00
9.788104661060249567e-01,1.408242714222756709e+00
9.824692743513930848e-01,1.400657734050503755e+00
9.858053362683183440e-01,1.392252712715533525e+00
9.888105181650012065e-01,1.383014967606000400e+00
9.914767207940112792e-01,1.372932074492631660e+00
9.937958874435405265e-01,1.361991886382723171e+00
9.957600122656140584e-01,1.350182552794443547e+00
9.973611488400191405e-01,1.337492539444478767e+00
9.985914189723402723e-01,1.323910648341170671e+00
9.994430217240948267e-01,1.309426038274388082e+00
9.999082426725593997e-01,1.294028245692411705e+00
9.999794633974545821e-01,1.277707205955151304e+00
9.996491711912249833e-01,1.260453274952008318e+00
9.989099689892004807e-01,1.242257251071665181e+00
9.977545855154632548e-01,1.223110397510035918e+00
9.961758856397685546e-01,1.203004464901515913e+00
9.941668809403775287e-01,1.181931714257577593e+00
9.917207404671564142e-01,1.159884940195616165e+00
9.888308016987772397e-01,1.136857494439789118e+00
9.854905816873308355e-01,1.112843309574426787e+00
9.816937883831131639e-01,1.087836923029372738e+00
9.774343321317948696e-01,1.061833501275397218e+00
9.727063373356171772e-01,1.034828864206583710e+00
9.675041542696743990e-01,1.006819509685314751e+00
9.618223710437594498e-01,9.778026382242169801e-01
9.556558256996415812e-01,9.477761777781125163e-01
9.489996184330420359e-01,9.167388086177238327e-01
9.418491239289461525e-01,8.846899882555412375e-01
9.342000037982705063e-01,8.516299763929442435e-01
9.260482191032584076e-01,8.175598598562958674e-01
9.173900429583392580e-01,7.824815774883988606e-01
9.082220731925371160e-01,7.463979449603320715e-01
8.985412450588549094e-01,7.093126794673244584e-01
8.883448439754018100e-01,6.712304242709558055e-01
8.776305182823711526e-01,6.321567730486258307e-01
8.663962919983057009e-01,5.920982940098631353e-01
8.546405775584184905e-01,5.510625537376895311e-01
8.423621885170768930e-01,5.090581407119373347e-01
8.295603521958827553e-01,4.660946884700660209e-01
8.162347222581184392e-01,4.221828983597158413e-01
8.023853911896705604e-01,3.773345618359496001e-01
7.880129026658856395e-01,3.315625822548611268e-01
7.731182637831541804e-01,2.848809961139590619e-01
7.577029571333965263e-01,2.373049936885653355e-01
7.417689526989670323e-01,1.888509390122248555e-01
7.253187195448859148e-01,1.395363891480044527e-01
7.083552372847108369e-01,8.938011269648103718e-02
6.908820072957239100e-01,3.840210748505738791e-02
6.729030636585895397e-01,-1.337638261764235656e-02
6.544229837960292562e-01,-6.593285181962009467e-02
6.354468987845433015e-01,-1.192435175137665088e-01
6.159805033126932727e-01,-1.732833064355580877e-01
5.960300652589529680e-01,-2.280258419300106032e-01
5.756024348616687325e-01,-2.834434323884185147e-01
5.547050534532448340e-01,-3.395070609160116826e-01
5.333459617302469535e-01,-3.961863762922454013e-01
5.115338075307352961e-01,-4.534496852859185023e-01
4.892778530898108102e-01,-5.112639463876634816e-01
4.665879817440407029e-01,-5.695947650226629300e-01
4.434747040551688668e-01,-6.284063903066248180e-01
4.199491633232919074e-01,-6.876617134081284277e-01
3.960231404594895532e-01,-7.473222675804518378e-01
3.717090581877838251e-01,-8.073482299258050165e-01
3.470199845461934829e-01,-8.676984249546836336e-01
3.219696356566255080e-01,-9.283303300026449767e-01
2.965723777333726940e-01,-9.892000825662778940e-01
2.708432283000282159e-01,-1.050262489619559592e+00
2.447978565848058785e-01,-1.111471038970901493e+00
2.184525830644017397e-01,-1.172777912720357918e+00
1.918243781268243742e-01,-1.234134002875307168e+00
1.649308598239057067e-01,-1.295488929181760174e+00
1.377902906846380227e-01,-1.356791059226959861e+00
1.104215735608960469e-01,-1.417987530867472090e+00
8.284424647765382954e-02,-1.479024277035205781e+00
5.507847646042107748e-02,-1.539846052971875157e+00
2.714505231326916693e-02,-1.600396465940425950e+00
-9.346236783740597114e-04,-1.660618007459588652e+00
-2.913854514519429936e-02,-1.720452088105398847e+00
-5.744411215579583313e-02,-1.779839074920819053e+00
-8.582814288593069996e-02,-1.838718331471835832e+00
-1.142668864571351056e-01,-1.897028260585371884e+00
-1.427360369655877870e-01,-1.954706349801185183e+00
-1.712107487207291390e-01,-2.011689219566504150e+00
-1.996656527118113311e-01,-2.067912674198537637e+00
-2.280748743191283734e-01,-2.123311755636260845e+00
-2.564120522851037198e-01,-2.177820799998817058e+00
-2.846503589587781047e-01,-2.231373496963670711e+00
